%eval_id	interface	vel____	theta__	A______	B______	n______	c______	s______	d______	pc_____	uc_____	k1_____	k2_____	k3_____	pl_____	ul_____	obj_fn
277	NO_ID	330.0073702	2.810994897	0.287588127	1.097661318	0.716006232	0.010405289	7.3697457	0.023527933	5009193.781	0.003360155	1039968604	4717893390	9056590691	161921187	0.345894603	282.3692
278	NO_ID	595.5748884	0.859398962	0.286535517	1.080220042	0.690763711	0.010456324	8.930437338	0.020603922	14282631.79	0.002182778	1037073372	5264445542	9333717546	168695802.1	0.386362178	537.2621
279	NO_ID	338.5477152	4.423198403	0.276772557	1.078386533	0.706863437	0.010962197	9.704180959	0.022378021	5364333.698	0.00257263	1154246688	5164005132	9223152202	159373309.8	0.390998755	293.803
280	NO_ID	598.5756094	2.838057495	0.32428015	1.045387598	0.730082707	0.009790258	5.550900659	0.019382544	8571422.435	0.00524026	1113994574	4898111363	8268205749	143423187.5	0.331426766	542.9566
282	NO_ID	536.9044979	4.576019597	0.279176371	1.121235384	0.675986915	0.010559859	6.005540384	0.019750997	7705658.765	0.002832097	1169584820	4992512210	8993742183	165070745.7	0.37019183	483.713
283	NO_ID	328.0470901	2.843418164	0.292881965	1.044634416	0.65376912	0.011823687	6.564621593	0.023050939	19735198.93	0.003831255	1167082459	5019996225	7892552001	157115834.7	0.383441048	276.0664
284	NO_ID	434.6481138	0.602606641	0.317136187	1.041981716	0.634196701	0.011277289	5.531165194	0.019943068	19761384.66	0.003647344	1067039751	5169293291	8459970394	153488923.9	0.38220003	380.9181
285	NO_ID	697.0512769	1.027539587	0.2920611	0.968459058	0.745944559	0.009866919	5.935150184	0.022415828	13333536.39	0.003325539	1193625238	4873433632	9005342732	173440539.4	0.337927057	633.7993
286	NO_ID	325.5759693	0.981672032	0.304329562	1.057051967	0.695443874	0.010417078	9.764896861	0.022763526	5127766.921	0.001638122	1112113685	4727719406	7752849775	160671916.9	0.358690682	276.6087
287	NO_ID	705.444053	4.569081553	0.290514759	1.131887984	0.628227679	0.009951463	6.620127647	0.022546427	13556944.84	0.003244475	1124464256	5409222307	9016779354	158870229.7	0.385172103	644.8625
288	NO_ID	361.4854005	2.047835948	0.303479881	1.16088313	0.749454278	0.010287217	7.834598487	0.020906908	19354823.37	0.002707947	1050319799	5448029692	8726045198	167190112.9	0.391691938	305.6453
289	NO_ID	394.4402763	3.506489039	0.302145254	1.091487172	0.734532954	0.010048265	5.591209088	0.023290502	18060539.96	0.001676643	1220592041	4773292472	8581105433	169783038.8	0.379543782	341.7592
290	NO_ID	348.0178933	5.899184759	0.277697611	1.043506986	0.722787864	0.010337885	7.887509472	0.02222321	14619933.87	0.003701171	1258016646	5423792689	9078827722	150458600	0.392407679	301.1642
291	NO_ID	669.5106923	0.043950793	0.302705713	1.018018131	0.663764461	0.011708598	6.848455177	0.022553832	17896913.95	0.004924133	1079996181	4738913353	9155141568	164552997.1	0.390294444	606.2735
292	NO_ID	590.1607291	2.516200957	0.290053405	0.972191466	0.725377133	0.010255382	8.279425528	0.022035537	7605099.676	0.002906191	1231778330	4820880637	7710438777	155005519.2	0.353771204	535.1616
293	NO_ID	715.0741806	5.18311156	0.297695076	1.016694428	0.686873586	0.010424448	7.101004751	0.021955672	11691191.41	0.003377503	1157223093	5382865143	8646891650	168949629.5	0.349777496	654.4008
294	NO_ID	307.1038348	5.528421822	0.320556351	1.065839824	0.714540502	0.011393709	6.189293436	0.019819829	11370069.66	0.001393082	1119047929	4688820176	8914133800	147585368.4	0.36505102	259.0047
295	NO_ID	694.1877347	2.674077149	0.271081046	1.081613447	0.716890061	0.009698656	6.527892061	0.021233765	9124963.715	0.001249061	1208322967	4643707464	8967253748	153693182.9	0.38955062	632.7706
296	NO_ID	544.0624386	1.584097488	0.310484351	0.970505124	0.672028813	0.01050294	9.475646567	0.021624623	14209041.57	0.005113484	1102435556	4838971065	8558887156	162369456.5	0.347868186	489.0459
297	NO_ID	438.932728	4.918441251	0.312962099	1.04816212	0.730314015	0.010190738	9.413313524	0.021076802	6369545.264	0.001623715	1182229276	4974699586	8599339017	155164656.6	0.356782567	391.7859
298	NO_ID	437.9353441	3.281730283	0.321246536	1.097163455	0.671191383	0.011682736	5.687046346	0.02073825	11892209.88	0.003039091	1178588804	4831372363	9089997970	172542454.4	0.372787525	386.679
299	NO_ID	463.4740315	5.248987137	0.282020906	1.043116101	0.7118906	0.01178215	7.249580271	0.020450163	11319015.05	0.005063176	1137549023	5073315014	8115131789	170243214.5	0.359307912	413.606
300	NO_ID	331.7109787	3.296813478	0.311005084	1.087822346	0.70371688	0.011517806	4.991486595	0.021761595	15755820.12	0.00468161	1226001575	4813931791	8860336190	152140092.5	0.36260243	279.0979
301	NO_ID	730.4518236	0.432909118	0.278165564	0.975246285	0.71816427	0.010975744	8.436534127	0.020154892	18480455.12	0.004345274	1172849320	5096701295	8680483341	166913675.3	0.349864175	664.7586
302	NO_ID	607.8609258	0.569222816	0.274967736	0.971360669	0.690784308	0.010833006	8.258553287	0.02289658	19829607.76	0.004601613	1170958990	5070634659	8960739977	158792530.8	0.337096323	547.4291
303	NO_ID	455.8224377	4.149372508	0.317005233	1.16278092	0.692008076	0.011610518	9.583130021	0.022176007	10989616.76	0.005666655	1087956271	5118504365	8845932178	146281280.7	0.384433233	404.9567
304	NO_ID	635.6339964	5.026808804	0.325350022	1.018872587	0.744265725	0.011645944	7.348534986	0.02251008	9801006.302	0.004569409	1063472538	4822350898	9271900382	168226366.4	0.370786924	577.2886
305	NO_ID	430.6682148	2.753338576	0.296029518	1.098382418	0.707642426	0.010868977	8.33974615	0.020621707	5629924.042	0.002939048	1209324786	5278500223	9316729764	149932710.3	0.393836557	382.0379

306	NO_ID	379.8084039	3.013257607	0.292382166	1.123133318	0.753381471	0.010368914	5.575867463	0.020471962	8871138.586	0.004729817	1070171331	5435453258	8014363584	154645130.9	0.393452909	331.813
307	NO_ID	440.8927584	0.012394764	0.279552201	1.03107744	0.746882915	0.010679173	5.276592148	0.019887484	18549804.85	0.002074024	1208804130	5133003860	8165259411	165643368.7	0.378828982	385.7425
308	NO_ID	602.9759773	4.103721087	0.308520994	0.971691276	0.759629928	0.011483625	9.787912325	0.021875884	12931248.27	0.00254008	1072000492	4769212649	8011062647	170426018.5	0.37936254	546.0877
309	NO_ID	716.997274	1.503760707	0.31165901	1.084972005	0.64871344	0.009784716	6.949155035	0.021932904	6812352.718	0.003724106	1114419850	5177557889	8755020341	163945857.9	0.345655818	656.0972
310	NO_ID	383.4406341	5.66476708	0.309126834	1.055729636	0.727184376	0.01118451	8.978957679	0.022784005	21930044.24	0.004901525	1234738827	5146262626	9293510171	169126290.7	0.339947333	331.7641
311	NO_ID	329.6848328	1.921206612	0.316156938	1.146834921	0.647040535	0.011292311	7.983717292	0.021286588	12134735.97	0.005704193	1260536069	5111296236	8206548457	162641415.8	0.32782219	275.2074
312	NO_ID	480.8173411	3.562238737	0.274588028	0.985402024	0.740026786	0.011013238	4.946955352	0.021039113	23261175.06	0.002983948	1052256685	5443396885	9303887084	173166522.3	0.326965198	427.5821
313	NO_ID	695.1881318	1.179683413	0.321733749	1.012787239	0.681365062	0.00995503	6.871105419	0.023671939	21836582.18	0.005360483	1179418820	5052415813	8711467356	161980468	0.329585586	631.1931
314	NO_ID	712.4577887	3.702889506	0.301660592	0.992311991	0.653166903	0.009776722	6.571348139	0.020050302	12046042.25	0.005173779	1060648500	5213651237	7756207438	167765165.6	0.380600099	653.669
315	NO_ID	612.6086041	2.941200782	0.288235325	1.133208296	0.742271872	0.010906947	8.642821431	0.022286044	19924621.06	0.001799974	1249376404	5307550979	8202243034	142577161.9	0.395706922	550.7453
1	NO_ID	517.5817136	1.64169676	0.324583066	1.136227713	0.675252858	0.010922357	7.329075845	0.019381408	7020144.023	0.002295457	1152593302	4642830961	8402270236	167645284.6	0.374303583	462.9103
2	NO_ID	727.6398273	3.518085975	0.298183262	1.040456793	0.737907839	0.009925728	7.940345845	0.023023	22454428.76	0.005245355	1126629036	5337040028	8826994883	157837730.6	0.330098321	662.8163
1   NO_ID   315         5.75        0.2987      1.071       0.6963      0.01077     7.3875      0.02152     21240000    0.00559     1152000000  5048000000  8519000000  158100000   0.3602      264.0679 
2   NO_ID   401         4.5         0.2987      1.071       0.6963      0.01077     7.3875      0.02152     21240000    0.00559     1152000000  5048000000  8519000000  158100000   0.3602      349.6115 
3   NO_ID   434         4.25        0.2987      1.071       0.6963      0.01077     7.3875      0.02152     21240000    0.00559     1152000000  5048000000  8519000000  158100000   0.3602      381.6797 
4   NO_ID   607         1.75        0.2987      1.071       0.6963      0.01077     7.3875      0.02152     21240000    0.00559     1152000000  5048000000  8519000000  158100000   0.3602      546.5948 
5   NO_ID   746         4           0.2987      1.071       0.6963      0.01077     7.3875      0.02152     21240000    0.00559     1152000000  5048000000  8519000000  158100000   0.3602      680.7053 
